Master ID,Source Stage,Original ID,Object Type,Title,Start Year,End Year,Date Text,Brand / Promoter,Primary Subject,Geography,BMXMuseum Status,Exact Reference ID,Source Role,Evidence / Limitation,Confidence,Rights Code,Research Status,Primary Source URL,Secondary Source URL,Normalized Duplicate Key,Duplicate Group,Canonical Action,Notes,Accessed,Category ID,Primary Category
EPH-0949,v2.0 chronological census,V20-BIC-0131,Dealer/shop advertisement,Cycles Lejeune and Sprint Sports BMX dealer advertisement,1982,1982,December 1982,Cycles Lejeune; Sprint Sports,"Dealer advertisement for Raleigh, Motobécane, Red Line, American, Japanese, and French BMX products.",France,Not applicable — period publication,,Chronological issue pass,"PreviousPage exposes indexed French-language text for Bicross — December 1982 — Issue 4. This record preserves an issue-specific source occurrence through English paraphrase while retaining original names, dates, model codes, French-franc or US-dollar amounts, and uncertainty. Page-image comparison remains required before exact-layout quotation or visual identity merging.",HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/Bicross/issues/233-december-nineteen-eighty-two,,cycles lejeune and sprint sports bmx dealer advertisement december 1982 bicross issue 4,,REVIEW — recurring campaign/feature candidate; retain separately pending page-image comparison,Indexed page(s) 3. Protected page images and artwork are not reproduced. Personal contact details are excluded where present.,2026-08-02,PKR-CAT-007,Dealers and distributors
EPH-0950,v2.0 chronological census,V20-BIC-0132,Archive collection,Corsica BMX club-development reader appeal,1982,1982,December 1982,Bicross Magazine,Reader concern about the absence of a Corsican BMX club and the local demand for organized riding.,France,Not applicable — period publication,,Chronological issue pass,"PreviousPage exposes indexed French-language text for Bicross — December 1982 — Issue 4. This record preserves an issue-specific source occurrence through English paraphrase while retaining original names, dates, model codes, French-franc or US-dollar amounts, and uncertainty. Page-image comparison remains required before exact-layout quotation or visual identity merging.",HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/Bicross/issues/233-december-nineteen-eighty-two,,corsica bmx club development reader appeal december 1982 bicross issue 4,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page(s) 4. Protected page images and artwork are not reproduced. Personal contact details are excluded where present.,2026-08-02,PKR-CAT-009,Editorial tests and historical documentation
EPH-0951,v2.0 chronological census,V20-BIC-0133,Archive collection,Bicycle-trial network and competition correspondence,1982,1982,December 1982,Bicross Magazine; French bicycle-trial riders,"Reader request for trial clubs and competition links, retained without private contact details.",France,Not applicable — period publication,,Chronological issue pass,"PreviousPage exposes indexed French-language text for Bicross — December 1982 — Issue 4. This record preserves an issue-specific source occurrence through English paraphrase while retaining original names, dates, model codes, French-franc or US-dollar amounts, and uncertainty. Page-image comparison remains required before exact-layout quotation or visual identity merging.",HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/Bicross/issues/233-december-nineteen-eighty-two,,bicycle trial network and competition correspondence december 1982 bicross issue 4,,REVIEW — recurring campaign/feature candidate; retain separately pending page-image comparison,Indexed page(s) 4. Protected page images and artwork are not reproduced. Personal contact details are excluded where present.,2026-08-02,PKR-CAT-009,Editorial tests and historical documentation
EPH-0952,v2.0 chronological census,V20-BIC-0134,Product literature,"BMX tire, wheel, and coaster-hub technical guidance",1982,1982,December 1982,Bicross Magazine; Raleigh; Laffite; Araya,"Technical response on tire sizing, converting a coaster hub for racing, plastic mag-wheel cost, and complete Araya wheel pricing.",France,Not applicable — period publication,,Chronological issue pass,"PreviousPage exposes indexed French-language text for Bicross — December 1982 — Issue 4. This record preserves an issue-specific source occurrence through English paraphrase while retaining original names, dates, model codes, French-franc or US-dollar amounts, and uncertainty. Page-image comparison remains required before exact-layout quotation or visual identity merging.",HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/Bicross/issues/233-december-nineteen-eighty-two,,bmx tire wheel and coaster hub technical guidance december 1982 bicross issue 4,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page(s) 5. Protected page images and artwork are not reproduced. Personal contact details are excluded where present.,2026-08-02,PKR-CAT-001,Catalogs and product literature
EPH-0953,v2.0 chronological census,V20-BIC-0135,Product literature,"Liancourt BMX track design, insurance, and AFB guidance",1982,1982,December 1982,Bicross Magazine; AFB,"Guidance on safe all-weather track siting, civil-liability insurance, existing-track study, and AFB affiliation.",France,Not applicable — period publication,,Chronological issue pass,"PreviousPage exposes indexed French-language text for Bicross — December 1982 — Issue 4. This record preserves an issue-specific source occurrence through English paraphrase while retaining original names, dates, model codes, French-franc or US-dollar amounts, and uncertainty. Page-image comparison remains required before exact-layout quotation or visual identity merging.",HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/Bicross/issues/233-december-nineteen-eighty-two,,liancourt bmx track design insurance and afb guidance december 1982 bicross issue 4,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page(s) 5. Protected page images and artwork are not reproduced. Personal contact details are excluded where present.,2026-08-02,PKR-CAT-001,Catalogs and product literature
EPH-0954,v2.0 chronological census,V20-BIC-0136,Product literature,Aquatic BMX immersion and bearing-maintenance warning,1982,1982,December 1982,Bicross Magazine,Editorial warning that full bicycle immersion damages bearings and requires disassembly and lubrication.,France,Not applicable — period publication,,Chronological issue pass,"PreviousPage exposes indexed French-language text for Bicross — December 1982 — Issue 4. This record preserves an issue-specific source occurrence through English paraphrase while retaining original names, dates, model codes, French-franc or US-dollar amounts, and uncertainty. Page-image comparison remains required before exact-layout quotation or visual identity merging.",HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/Bicross/issues/233-december-nineteen-eighty-two,,aquatic bmx immersion and bearing maintenance warning december 1982 bicross issue 4,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page(s) 5. Protected page images and artwork are not reproduced. Personal contact details are excluded where present.,2026-08-02,PKR-CAT-001,Catalogs and product literature
EPH-0955,v2.0 chronological census,V20-BIC-0137,Archive collection,Yvetot and Rouen BMX club-creation guidance,1982,1982,December 1982,Bicross Magazine; Maison du Plateau,"Reader guidance on forming a French association, AFB affiliation, track creation, and an emerging Rouen club.",France,Not applicable — period publication,,Chronological issue pass,"PreviousPage exposes indexed French-language text for Bicross — December 1982 — Issue 4. This record preserves an issue-specific source occurrence through English paraphrase while retaining original names, dates, model codes, French-franc or US-dollar amounts, and uncertainty. Page-image comparison remains required before exact-layout quotation or visual identity merging.",HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/Bicross/issues/233-december-nineteen-eighty-two,,yvetot and rouen bmx club creation guidance december 1982 bicross issue 4,,REVIEW — recurring campaign/feature candidate; retain separately pending page-image comparison,Indexed page(s) 5. Protected page images and artwork are not reproduced. Personal contact details are excluded where present.,2026-08-02,PKR-CAT-005,"Events, registration, and membership"
EPH-0956,v2.0 chronological census,V20-BIC-0138,Product literature,Raleigh Tuf Burner beginner-racing guidance,1982,1982,December 1982,Raleigh; Bicross Magazine,Advice that a Tuf Burner can support entry-level racing without immediate expensive upgrades.,France,Not applicable — period publication,,Chronological issue pass,"PreviousPage exposes indexed French-language text for Bicross — December 1982 — Issue 4. This record preserves an issue-specific source occurrence through English paraphrase while retaining original names, dates, model codes, French-franc or US-dollar amounts, and uncertainty. Page-image comparison remains required before exact-layout quotation or visual identity merging.",HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/Bicross/issues/233-december-nineteen-eighty-two,,raleigh tuf burner beginner racing guidance december 1982 bicross issue 4,,REVIEW — recurring campaign/feature candidate; retain separately pending page-image comparison,Indexed page(s) 5. Protected page images and artwork are not reproduced. Personal contact details are excluded where present.,2026-08-02,PKR-CAT-001,Catalogs and product literature
EPH-0957,v2.0 chronological census,V20-BIC-0139,Dealer/shop advertisement,Motobécane and Batavus regional dealer advertisement,1982,1982,December 1982,Motobécane; Batavus; SED,"Regional dealership and two-model Batavus BMX advertisement with Tange, Sakae, and Weinmann components.",France,Not applicable — period publication,,Chronological issue pass,"PreviousPage exposes indexed French-language text for Bicross — December 1982 — Issue 4. This record preserves an issue-specific source occurrence through English paraphrase while retaining original names, dates, model codes, French-franc or US-dollar amounts, and uncertainty. Page-image comparison remains required before exact-layout quotation or visual identity merging.",HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/Bicross/issues/233-december-nineteen-eighty-two,,motobecane and batavus regional dealer advertisement december 1982 bicross issue 4,,REVIEW — recurring campaign/feature candidate; retain separately pending page-image comparison,Indexed page(s) 5. Protected page images and artwork are not reproduced. Personal contact details are excluded where present.,2026-08-02,PKR-CAT-007,Dealers and distributors
EPH-0958,v2.0 chronological census,V20-BIC-0140,Catalog mailer / advertisement,Moto Marconi Bicross T-shirt mail-order offer,1982,1982,December 1982,Moto Marconi,Mail-order and in-store Bicross T-shirt promotion connected to the dealer’s bicycle and accessory range.,France,Not applicable — period publication,,Chronological issue pass,"PreviousPage exposes indexed French-language text for Bicross — December 1982 — Issue 4. This record preserves an issue-specific source occurrence through English paraphrase while retaining original names, dates, model codes, French-franc or US-dollar amounts, and uncertainty. Page-image comparison remains required before exact-layout quotation or visual identity merging.",HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/Bicross/issues/233-december-nineteen-eighty-two,,moto marconi bicross t shirt mail order offer december 1982 bicross issue 4,,REVIEW — recurring campaign/feature candidate; retain separately pending page-image comparison,Indexed page(s) 5. Protected page images and artwork are not reproduced. Personal contact details are excluded where present.,2026-08-02,PKR-CAT-003,"Mailers, stickers, and information packs"
EPH-0959,v2.0 chronological census,V20-BIC-0141,Product literature,MX France Toulouse-built BMX technical profile,1982,1982,December 1982,MX France; Max Commençal,"Profile of a Toulouse-built initiation-to-competition BMX using largely French and European components, oval-section tubes, alloy drivetrain parts, and Weinmann brakes.",France,Not applicable — period publication,,Chronological issue pass,"PreviousPage exposes indexed French-language text for Bicross — December 1982 — Issue 4. This record preserves an issue-specific source occurrence through English paraphrase while retaining original names, dates, model codes, French-franc or US-dollar amounts, and uncertainty. Page-image comparison remains required before exact-layout quotation or visual identity merging.",HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/Bicross/issues/233-december-nineteen-eighty-two,,mx france toulouse built bmx technical profile december 1982 bicross issue 4,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page(s) 6. Protected page images and artwork are not reproduced. Personal contact details are excluded where present.,2026-08-02,PKR-CAT-001,Catalogs and product literature
EPH-0960,v2.0 chronological census,V20-BIC-0142,Archive collection,AFB 1982 annual congress and regional structure,1982,1982,December 1982,AFB,"Report on the October 1982 AFB congress, club growth, eight-region structure, and 1983 policy planning.",France,Not applicable — period publication,,Chronological issue pass,"PreviousPage exposes indexed French-language text for Bicross — December 1982 — Issue 4. This record preserves an issue-specific source occurrence through English paraphrase while retaining original names, dates, model codes, French-franc or US-dollar amounts, and uncertainty. Page-image comparison remains required before exact-layout quotation or visual identity merging.",HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/Bicross/issues/233-december-nineteen-eighty-two,,afb 1982 annual congress and regional structure december 1982 bicross issue 4,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page(s) 6–7. Protected page images and artwork are not reproduced. Personal contact details are excluded where present.,2026-08-02,PKR-CAT-009,Editorial tests and historical documentation
EPH-0961,v2.0 chronological census,V20-BIC-0143,Event notice / contact flyer,AFB 1983 French Championship five-round calendar,1982,1982,December 1982,AFB,"Five-round 1983 French Championship calendar at Apt, Vandoncourt, Vaux-le-Pénil, Vern-sur-Seiche, and Mours.",France,Not applicable — period publication,,Chronological issue pass,"PreviousPage exposes indexed French-language text for Bicross — December 1982 — Issue 4. This record preserves an issue-specific source occurrence through English paraphrase while retaining original names, dates, model codes, French-franc or US-dollar amounts, and uncertainty. Page-image comparison remains required before exact-layout quotation or visual identity merging.",HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/Bicross/issues/233-december-nineteen-eighty-two,,afb 1983 french championship five round calendar december 1982 bicross issue 4,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page(s) 6. Protected page images and artwork are not reproduced. Personal contact details are excluded where present.,2026-08-02,PKR-CAT-005,"Events, registration, and membership"
EPH-0962,v2.0 chronological census,V20-BIC-0144,Event notice / contact flyer,AFB 1983 national BMX race calendar,1982,1982,December 1982,AFB,Provisional national race schedule covering February through October 1983 and multiple French clubs.,France,Not applicable — period publication,,Chronological issue pass,"PreviousPage exposes indexed French-language text for Bicross — December 1982 — Issue 4. This record preserves an issue-specific source occurrence through English paraphrase while retaining original names, dates, model codes, French-franc or US-dollar amounts, and uncertainty. Page-image comparison remains required before exact-layout quotation or visual identity merging.",HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/Bicross/issues/233-december-nineteen-eighty-two,,afb 1983 national bmx race calendar december 1982 bicross issue 4,,REVIEW — recurring campaign/feature candidate; retain separately pending page-image comparison,Indexed page(s) 6–7. Protected page images and artwork are not reproduced. Personal contact details are excluded where present.,2026-08-02,PKR-CAT-005,"Events, registration, and membership"
EPH-0963,v2.0 chronological census,V20-BIC-0145,Event notice / contact flyer,AFB 1983 bicycle-trial and enduro calendar,1982,1982,December 1982,AFB,"Planned trial and enduro events at Beaune, Heimersdorf, Rixheim, Metz, Mours, Clermont-Ferrand, and Gruissan.",France,Not applicable — period publication,,Chronological issue pass,"PreviousPage exposes indexed French-language text for Bicross — December 1982 — Issue 4. This record preserves an issue-specific source occurrence through English paraphrase while retaining original names, dates, model codes, French-franc or US-dollar amounts, and uncertainty. Page-image comparison remains required before exact-layout quotation or visual identity merging.",HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/Bicross/issues/233-december-nineteen-eighty-two,,afb 1983 bicycle trial and enduro calendar december 1982 bicross issue 4,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page(s) 6–7. Protected page images and artwork are not reproduced. Personal contact details are excluded where present.,2026-08-02,PKR-CAT-005,"Events, registration, and membership"
EPH-0964,v2.0 chronological census,V20-BIC-0146,Event registration coupon,AFB 1983 license fees and number-plate colors,1982,1982,December 1982,AFB,"1983 license fee, category structure, and plate-color rules for girls, juniors, experts, cruisers, and international experts.",France,Not applicable — period publication,,Chronological issue pass,"PreviousPage exposes indexed French-language text for Bicross — December 1982 — Issue 4. This record preserves an issue-specific source occurrence through English paraphrase while retaining original names, dates, model codes, French-franc or US-dollar amounts, and uncertainty. Page-image comparison remains required before exact-layout quotation or visual identity merging.",HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/Bicross/issues/233-december-nineteen-eighty-two,,afb 1983 license fees and number plate colors december 1982 bicross issue 4,,REVIEW — recurring campaign/feature candidate; retain separately pending page-image comparison,Indexed page(s) 7. Protected page images and artwork are not reproduced. Personal contact details are excluded where present.,2026-08-02,PKR-CAT-005,"Events, registration, and membership"
EPH-0965,v2.0 chronological census,V20-BIC-0147,Tour promotion / route notice,Startrack Series 1 European BMX calendar and eligibility,1982,1982,December 1982,Startrack Series 1; AFB,"Six-round 1983 European series calendar with expert-license eligibility and rounds in Belgium, Spain, France, Luxembourg, the Netherlands, and England.",Europe,Not applicable — period publication,,Chronological issue pass,"PreviousPage exposes indexed French-language text for Bicross — December 1982 — Issue 4. This record preserves an issue-specific source occurrence through English paraphrase while retaining original names, dates, model codes, French-franc or US-dollar amounts, and uncertainty. Page-image comparison remains required before exact-layout quotation or visual identity merging.",HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/Bicross/issues/233-december-nineteen-eighty-two,,startrack series 1 european bmx calendar and eligibility december 1982 bicross issue 4,,REVIEW — recurring campaign/feature candidate; retain separately pending page-image comparison,Indexed page(s) 7. Protected page images and artwork are not reproduced. Personal contact details are excluded where present.,2026-08-02,PKR-CAT-005,"Events, registration, and membership"
EPH-0966,v2.0 chronological census,V20-BIC-0148,Factory-team history,Yamaha BYZ 501 competition debut at Vaux-le-Pénil,1982,1982,December 1982,Yamaha; Normandy Moto; Alain Delabost; Eric Boulanger,First reported competition appearance of Yamaha BYZ 501 bicycles through a Normandy Moto rider-support initiative.,France,Not applicable — period publication,,Chronological issue pass,"PreviousPage exposes indexed French-language text for Bicross — December 1982 — Issue 4. This record preserves an issue-specific source occurrence through English paraphrase while retaining original names, dates, model codes, French-franc or US-dollar amounts, and uncertainty. Page-image comparison remains required before exact-layout quotation or visual identity merging.",HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/Bicross/issues/233-december-nineteen-eighty-two,,yamaha byz 501 competition debut at vaux le penil december 1982 bicross issue 4,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page(s) 7. Protected page images and artwork are not reproduced. Personal contact details are excluded where present.,2026-08-02,PKR-CAT-006,"Teams, riders, and brand campaigns"
EPH-0967,v2.0 chronological census,V20-BIC-0149,Archive collection,La Ferté-Gaucher and Rochecorbon new BMX clubs,1982,1982,December 1982,AFB; Bicross Club de La Ferté-Gaucher; Bicross Club de Rochecorbon,"AFB affiliation announcement for its fiftieth club and another newly organized club, with personal contact details excluded.",France,Not applicable — period publication,,Chronological issue pass,"PreviousPage exposes indexed French-language text for Bicross — December 1982 — Issue 4. This record preserves an issue-specific source occurrence through English paraphrase while retaining original names, dates, model codes, French-franc or US-dollar amounts, and uncertainty. Page-image comparison remains required before exact-layout quotation or visual identity merging.",HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/Bicross/issues/233-december-nineteen-eighty-two,,la ferte gaucher and rochecorbon new bmx clubs december 1982 bicross issue 4,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page(s) 7. Protected page images and artwork are not reproduced. Personal contact details are excluded where present.,2026-08-02,PKR-CAT-005,"Events, registration, and membership"
EPH-0968,v2.0 chronological census,V20-BIC-0150,Archive collection,"Maison du Plateau BMX, trial, and unicycle youth program",1982,1982,December 1982,Maison du Plateau,"Rouen youth-center program combining BMX, bicycle trial, portable tracks, demonstrations, workshop-built unicycles, shared bicycles, and racing access.",France,Not applicable — period publication,,Chronological issue pass,"PreviousPage exposes indexed French-language text for Bicross — December 1982 — Issue 4. This record preserves an issue-specific source occurrence through English paraphrase while retaining original names, dates, model codes, French-franc or US-dollar amounts, and uncertainty. Page-image comparison remains required before exact-layout quotation or visual identity merging.",HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/Bicross/issues/233-december-nineteen-eighty-two,,maison du plateau bmx trial and unicycle youth program december 1982 bicross issue 4,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page(s) 7. Protected page images and artwork are not reproduced. Personal contact details are excluded where present.,2026-08-02,PKR-CAT-005,"Events, registration, and membership"
EPH-0969,v2.0 chronological census,V20-BIC-0151,Event flyer / trade-exhibition notice,Mongoose Grand Prix of the United States at Magic Mountain,1982,1982,December 1982,Mongoose; NBL; IBMXF; BMX Promotion; Six Flags Magic Mountain,"International event overview for the October 1982 Mongoose Grand Prix of the United States with 1,270 riders.",United States,Not applicable — period publication,,Chronological issue pass,"PreviousPage exposes indexed French-language text for Bicross — December 1982 — Issue 4. This record preserves an issue-specific source occurrence through English paraphrase while retaining original names, dates, model codes, French-franc or US-dollar amounts, and uncertainty. Page-image comparison remains required before exact-layout quotation or visual identity merging.",HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/Bicross/issues/233-december-nineteen-eighty-two,,mongoose grand prix of the united states at magic mountain december 1982 bicross issue 4,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page(s) 10–16. Protected page images and artwork are not reproduced. Personal contact details are excluded where present.,2026-08-02,PKR-CAT-005,"Events, registration, and membership"
EPH-0970,v2.0 chronological census,V20-BIC-0152,Archive collection,California BMX industry and Magic Mountain travel context,1982,1982,December 1982,Bicross Magazine,"Period account of Los Angeles, California BMX culture, industry concentration, and the Magic Mountain setting.",United States,Not applicable — period publication,,Chronological issue pass,"PreviousPage exposes indexed French-language text for Bicross — December 1982 — Issue 4. This record preserves an issue-specific source occurrence through English paraphrase while retaining original names, dates, model codes, French-franc or US-dollar amounts, and uncertainty. Page-image comparison remains required before exact-layout quotation or visual identity merging.",HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/Bicross/issues/233-december-nineteen-eighty-two,,california bmx industry and magic mountain travel context december 1982 bicross issue 4,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page(s) 10–12. Protected page images and artwork are not reproduced. Personal contact details are excluded where present.,2026-08-02,PKR-CAT-009,Editorial tests and historical documentation
EPH-0971,v2.0 chronological census,V20-BIC-0153,Factory-team history,United States Grand Prix paddock and factory-team ecosystem,1982,1982,December 1982,Mongoose; Torker; Hutch; GT; Red Line; Murray; Schwinn; Huffy; Shimano; Diamond Back; CW; JMC,"Report on factory-team infrastructure, vehicles, clothing, preparation, and brand presence around the Grand Prix paddock.",United States,Not applicable — period publication,,Chronological issue pass,"PreviousPage exposes indexed French-language text for Bicross — December 1982 — Issue 4. This record preserves an issue-specific source occurrence through English paraphrase while retaining original names, dates, model codes, French-franc or US-dollar amounts, and uncertainty. Page-image comparison remains required before exact-layout quotation or visual identity merging.",HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/Bicross/issues/233-december-nineteen-eighty-two,,united states grand prix paddock and factory team ecosystem december 1982 bicross issue 4,,REVIEW — recurring campaign/feature candidate; retain separately pending page-image comparison,Indexed page(s) 12–15. Protected page images and artwork are not reproduced. Personal contact details are excluded where present.,2026-08-02,PKR-CAT-006,"Teams, riders, and brand campaigns"
EPH-0972,v2.0 chronological census,V20-BIC-0154,Archive collection,"United States Grand Prix entry fees, prizes, and promotion economics",1982,1982,December 1982,NBL; IBMXF; BMX Promotion; Mongoose,"Event economics including novice, expert, and professional entry fees, trophies, purse values, sponsorship, and commercial promotion.",United States,Not applicable — period publication,,Chronological issue pass,"PreviousPage exposes indexed French-language text for Bicross — December 1982 — Issue 4. This record preserves an issue-specific source occurrence through English paraphrase while retaining original names, dates, model codes, French-franc or US-dollar amounts, and uncertainty. Page-image comparison remains required before exact-layout quotation or visual identity merging.",HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/Bicross/issues/233-december-nineteen-eighty-two,,united states grand prix entry fees prizes and promotion economics december 1982 bicross issue 4,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page(s) 15. Protected page images and artwork are not reproduced. Personal contact details are excluded where present.,2026-08-02,PKR-CAT-009,Editorial tests and historical documentation
EPH-0973,v2.0 chronological census,V20-BIC-0155,Product-history object,United States cruiser and mini-BMX racing classes,1982,1982,December 1982,United States BMX industry,Period explanation of 24-inch cruiser racing and reduced-scale mini BMX bicycles for young riders.,United States,Not applicable — period publication,,Chronological issue pass,"PreviousPage exposes indexed French-language text for Bicross — December 1982 — Issue 4. This record preserves an issue-specific source occurrence through English paraphrase while retaining original names, dates, model codes, French-franc or US-dollar amounts, and uncertainty. Page-image comparison remains required before exact-layout quotation or visual identity merging.",HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/Bicross/issues/233-december-nineteen-eighty-two,,united states cruiser and mini bmx racing classes december 1982 bicross issue 4,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page(s) 15. Protected page images and artwork are not reproduced. Personal contact details are excluded where present.,2026-08-02,PKR-CAT-009,Editorial tests and historical documentation
EPH-0974,v2.0 chronological census,V20-BIC-0156,Product literature,Scott Clark Murray X20C factory race bike,1982,1982,December 1982,Murray; Scott Clark,"Factory-race Murray X20C with Bottema fork, Sugino crank, Ukai rims, IRC tires, Dia-Compe brakes, ACS hubs, and Aero/Seca plates.",United States,Not applicable — period publication,,Chronological issue pass,"PreviousPage exposes indexed French-language text for Bicross — December 1982 — Issue 4. This record preserves an issue-specific source occurrence through English paraphrase while retaining original names, dates, model codes, French-franc or US-dollar amounts, and uncertainty. Page-image comparison remains required before exact-layout quotation or visual identity merging.",HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/Bicross/issues/233-december-nineteen-eighty-two,,scott clark murray x20c factory race bike december 1982 bicross issue 4,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page(s) 13. Protected page images and artwork are not reproduced. Personal contact details are excluded where present.,2026-08-02,PKR-CAT-001,Catalogs and product literature
EPH-0975,v2.0 chronological census,V20-BIC-0157,Product literature,Roland Vlicht Mongoose Pro factory race bike,1982,1982,December 1982,Mongoose; Roland Vlicht,"Production-based Pro Mongoose with Profile crank, Competition III tires, curved seatpost, and Mongoose stem and fork.",United States,Not applicable — period publication,,Chronological issue pass,"PreviousPage exposes indexed French-language text for Bicross — December 1982 — Issue 4. This record preserves an issue-specific source occurrence through English paraphrase while retaining original names, dates, model codes, French-franc or US-dollar amounts, and uncertainty. Page-image comparison remains required before exact-layout quotation or visual identity merging.",HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/Bicross/issues/233-december-nineteen-eighty-two,,roland vlicht mongoose pro factory race bike december 1982 bicross issue 4,,REVIEW — recurring campaign/feature candidate; retain separately pending page-image comparison,Indexed page(s) 13. Protected page images and artwork are not reproduced. Personal contact details are excluded where present.,2026-08-02,PKR-CAT-001,Catalogs and product literature
EPH-0976,v2.0 chronological census,V20-BIC-0158,Product literature,Gregg Hill GT race bike at the United States Grand Prix,1982,1982,December 1982,GT; Gregg Hill,"Mostly production GT race bike with Carrera crank, Araya rims, Mitsuboshi tires, Dia-Compe brake, Grab On grips, and KKT pedals.",United States,Not applicable — period publication,,Chronological issue pass,"PreviousPage exposes indexed French-language text for Bicross — December 1982 — Issue 4. This record preserves an issue-specific source occurrence through English paraphrase while retaining original names, dates, model codes, French-franc or US-dollar amounts, and uncertainty. Page-image comparison remains required before exact-layout quotation or visual identity merging.",HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/Bicross/issues/233-december-nineteen-eighty-two,,gregg hill gt race bike at the united states grand prix december 1982 bicross issue 4,,REVIEW — recurring campaign/feature candidate; retain separately pending page-image comparison,Indexed page(s) 13. Protected page images and artwork are not reproduced. Personal contact details are excluded where present.,2026-08-02,PKR-CAT-001,Catalogs and product literature
