Master ID,Source Stage,Original ID,Object Type,Title,Start Year,End Year,Date Text,Brand / Promoter,Primary Subject,Geography,BMXMuseum Status,Exact Reference ID,Source Role,Evidence / Limitation,Confidence,Rights Code,Research Status,Primary Source URL,Secondary Source URL,Normalized Duplicate Key,Duplicate Group,Canonical Action,Notes,Accessed
EPH-0190,v1.1 chronological census,V11-ABMX-0129,Product-history object,Falcon BMX shootout test,1982,1983,December 1982/January 1983,Falcon,"Shootout record covering handling, bars, wheels, brakes, and value observations.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — December 1982/January 1983 — Volume 2 Number 5. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/58-december%2Fjanuary-eighty-two,,falcon bmx shootout test december 1982 january 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed pages 44–45. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-07-31
EPH-0191,v1.1 chronological census,V11-ABMX-0130,Product-history object,California Star and Trax Pro comparison,1982,1983,December 1982/January 1983,California; Halfords,Comparative shootout note contrasting spoked and mag-wheel models.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — December 1982/January 1983 — Volume 2 Number 5. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/58-december%2Fjanuary-eighty-two,,california star and trax pro comparison december 1982 january 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 45. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-07-31
EPH-0192,v1.1 chronological census,V11-ABMX-0131,Information-pack mailer,ABMX repeat light-and-reflector offer,1982,1983,December 1982/January 1983,BMX Action Bike,Repeated reader offer for detachable front/rear lights and reflective cycle clips.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — December 1982/January 1983 — Volume 2 Number 5. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/58-december%2Fjanuary-eighty-two,,abmx repeat light and reflector offer december 1982 january 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 55. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-07-31
EPH-0193,v1.1 chronological census,V11-ABMX-0132,Catalog mailer,Robinson Racing sticker-and-catalogue mailer,1982,1983,December 1982/January 1983,Robinson Racing Products,Mail-order offer for a Robinson catalogue and sticker.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — December 1982/January 1983 — Volume 2 Number 5. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/58-december%2Fjanuary-eighty-two,,robinson racing sticker and catalogue mailer december 1982 january 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 59. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-07-31
EPH-0194,v1.1 chronological census,V11-ABMX-0133,Product announcement / kit,UNI eight-ounce BMX seat launch,1983,1983,February/March 1983,UNI; Hotshot BMX,Product launch for a sub-half-pound BMX seat with multiple color options.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — February/March 1983 — Volume 2 Number 6. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/59-february%2Fmarch-eighty-three,,uni eight ounce bmx seat launch february march 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 2. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-07-31
EPH-0195,v1.1 chronological census,V11-ABMX-0134,Dealer advertisement / price-list lead,SR Cycles bicycle-reservation and free-delivery offer,1983,1983,February/March 1983,SR Cycles,Dealer offer allowing a money-order deposit to hold a bicycle and free Bristol delivery.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — February/March 1983 — Volume 2 Number 6. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/59-february%2Fmarch-eighty-three,,sr cycles bicycle reservation and free delivery offer february march 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 2. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-07-31
EPH-0196,v1.1 chronological census,V11-ABMX-0135,Dealer/shop advertisement,Holdsworth BMX Centres multi-location advertisement,1983,1983,February/March 1983,Holdsworth BMX Centres,"Dealer advertisement covering bicycles, components, apparel, mail order, and card payment.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — February/March 1983 — Volume 2 Number 6. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging. Potential recurring-campaign relationship with EPH-0161 (Holdsworth multi-brand retailer campaign); do not merge without page-image comparison.,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/59-february%2Fmarch-eighty-three,,holdsworth bmx centres multi location advertisement february march 1983,,REVIEW — recurring-campaign candidate; retain separately pending visual comparison,Indexed pages 2–3. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-07-31
EPH-0197,v1.1 chronological census,V11-ABMX-0136,Information-pack mailer,ABMX light set and reflective-clip offer,1983,1983,February/March 1983,BMX Action Bike,"Reader offer for front/rear lights, brackets, and reflective cycle clips.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — February/March 1983 — Volume 2 Number 6. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/59-february%2Fmarch-eighty-three,,abmx light set and reflective clip offer february march 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 11. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-07-31
EPH-0198,v1.1 chronological census,V11-ABMX-0137,Catalog mailer,ABMX blue-and-gold binder offer,1983,1983,February/March 1983,BMX Action Bike,Mail-order binder designed to hold twelve issues.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — February/March 1983 — Volume 2 Number 6. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/59-february%2Fmarch-eighty-three,,abmx blue and gold binder offer february march 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 11. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-07-31
EPH-0199,v1.1 chronological census,V11-ABMX-0138,Information-pack mailer,ABMX blue-and-yellow race-shirt offer,1983,1983,February/March 1983,BMX Action Bike,Mail-order cotton race shirt in American long-sleeve styling.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — February/March 1983 — Volume 2 Number 6. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/59-february%2Fmarch-eighty-three,,abmx blue and yellow race shirt offer february march 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 11. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-07-31
EPH-0200,v1.1 chronological census,V11-ABMX-0139,Product literature,Araya ADX-7W aero-rim product notice,1983,1983,February/March 1983,Araya,New-product notice for an arched-section BMX rim in multiple finishes.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — February/March 1983 — Volume 2 Number 6. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/59-february%2Fmarch-eighty-three,,araya adx 7w aero rim product notice february march 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 12. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-07-31
EPH-0201,v1.1 chronological census,V11-ABMX-0140,Product literature,Naga chromoly and fluted-alloy seatpost range,1983,1983,February/March 1983,Naga,Product notice for chromoly and two-tone fluted alloy seatposts.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — February/March 1983 — Volume 2 Number 6. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/59-february%2Fmarch-eighty-three,,naga chromoly and fluted alloy seatpost range february march 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 12. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-07-31
EPH-0202,v1.1 chronological census,V11-ABMX-0141,Product literature,MKS BM-10 and Grafight-X pedal range,1983,1983,February/March 1983,MKS,Product notice for two high-end BMX pedal models.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — February/March 1983 — Volume 2 Number 6. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/59-february%2Fmarch-eighty-three,,mks bm 10 and grafight x pedal range february march 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 12. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-07-31
EPH-0203,v1.1 chronological census,V11-ABMX-0142,Retailer advertisement / price list,Raleigh Burner five-model retail price list,1983,1983,February/March 1983,Raleigh; Cycle Warehouse,"Retail list for Burner, Super Burner, Tuff Burner, Ultra Burner, and Pro Burner models.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — February/March 1983 — Volume 2 Number 6. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging. Potential recurring-campaign relationship with EPH-0112 (Raleigh Burner range / price-list campaign); do not merge without page-image comparison.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/59-february%2Fmarch-eighty-three,,raleigh burner five model retail price list february march 1983,,REVIEW — recurring-campaign candidate; retain separately pending visual comparison,Indexed page 12. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-07-31
EPH-0204,v1.1 chronological census,V11-ABMX-0143,Retailer advertisement / price list,"Max checker hats, jerseys, and race-pants advertisement",1983,1983,February/March 1983,Max; Alans BMX,"Apparel advertisement listing hats, jerseys, and race pants in multiple sizes and colors.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — February/March 1983 — Volume 2 Number 6. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/59-february%2Fmarch-eighty-three,,max checker hats jerseys and race pants advertisement february march 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 18. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-07-31
EPH-0205,v1.1 chronological census,V11-ABMX-0144,Event registration coupon,Halfords BMX Nations Cup pre-registration form,1983,1983,February/March 1983,Halfords; BMX Action Bike,Pre-registration-only form for the indoor Nations Cup and freestyle events.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — February/March 1983 — Volume 2 Number 6. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/59-february%2Fmarch-eighty-three,,halfords bmx nations cup pre registration form february march 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 19. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-07-31
EPH-0206,v1.1 chronological census,V11-ABMX-0145,Contest entry form / promotion,Great Meeting survey and Firebird frame-set competition,1983,1983,February/March 1983,BMX Action Bike; Firebird; DP Racing,Reader survey about event qualities tied to a Firebird frame-and-fork prize.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — February/March 1983 — Volume 2 Number 6. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/59-february%2Fmarch-eighty-three,,great meeting survey and firebird frame set competition february march 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 20. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-07-31
EPH-0207,v1.1 chronological census,V11-ABMX-0146,Product literature,Cycle Trader BMX retail survey issue advertisement,1983,1983,February/March 1983,Cycle Trader,Trade-publication advertisement for a comprehensive BMX retail survey.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — February/March 1983 — Volume 2 Number 6. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/59-february%2Fmarch-eighty-three,,cycle trader bmx retail survey issue advertisement february march 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 20. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-07-31
EPH-0208,v1.1 chronological census,V11-ABMX-0147,Contest entry form,YES Products word-building competition,1983,1983,February/March 1983,YES Products; BMX Action Bike,Word-building reader contest with protective-equipment prizes.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — February/March 1983 — Volume 2 Number 6. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/59-february%2Fmarch-eighty-three,,yes products word building competition february march 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed section located; exact page number remains pending page-image review. Indexed competition pages. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-07-31
EPH-0209,v1.1 chronological census,V11-ABMX-0148,Product-history object,Firebird British chromoly frame-set feature,1983,1983,February/March 1983,Firebird; DP Racing,Editorial product description of a British TIG-welded chromoly frame-and-fork package.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — February/March 1983 — Volume 2 Number 6. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/59-february%2Fmarch-eighty-three,,firebird british chromoly frame set feature february march 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 20. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-07-31
EPH-0210,v1.1 chronological census,V11-ABMX-0149,Product-history object,Mongoose Pro Class complete-bike test,1983,1983,February/March 1983,Mongoose,Editorial test of the Pro Class complete bicycle and its race components.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — February/March 1983 — Volume 2 Number 6. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/59-february%2Fmarch-eighty-three,,mongoose pro class complete bike test february march 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed pages 24 onward. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-07-31
EPH-0211,v1.1 chronological census,V11-ABMX-0150,Product literature,Mongoose Pro Class lightweight wheel system,1983,1983,February/March 1983,Mongoose,Technical discussion of Pro Class wheels and rotating-weight claims.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — February/March 1983 — Volume 2 Number 6. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/59-february%2Fmarch-eighty-three,,mongoose pro class lightweight wheel system february march 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed pages 23–24. Indexed test pages. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-07-31
EPH-0212,v1.1 chronological census,V11-ABMX-0151,Archive collection,Bournemouth BMX track-focus report,1983,1983,February/March 1983,Bournemouth BMX,"Track-focus feature documenting layout, surface, berm strategy, and racing lines.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — February/March 1983 — Volume 2 Number 6. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/59-february%2Fmarch-eighty-three,,bournemouth bmx track focus report february march 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed pages 34–37. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-07-31
EPH-0213,v1.1 chronological census,V11-ABMX-0152,Retailer advertisement / price list,Diatron Wildcat helmet and race-pants advertisement,1983,1983,February/March 1983,Diatron,Retail advertisement for the Wildcat lightweight helmet and protective race pants.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — February/March 1983 — Volume 2 Number 6. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/59-february%2Fmarch-eighty-three,,diatron wildcat helmet and race pants advertisement february march 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 35. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-07-31
EPH-0214,v1.1 chronological census,V11-ABMX-0153,Retailer advertisement / price list,Surrey BMX Kuwahara complete-bike price list,1983,1983,February/March 1983,Surrey BMX; Kuwahara,Retail price list for KZ1 and KZ2 complete bicycles in chrome and painted finishes.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — February/March 1983 — Volume 2 Number 6. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/59-february%2Fmarch-eighty-three,,surrey bmx kuwahara complete bike price list february march 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 43. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-07-31
EPH-0215,v1.1 chronological census,V11-ABMX-0154,Retailer advertisement / price list,Surrey BMX frame-and-fork price list,1983,1983,February/March 1983,Surrey BMX; Race Inc; GT; MCS; PK Ripper; Torker; JMC,Retail price list for premium frame-and-fork packages.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — February/March 1983 — Volume 2 Number 6. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/59-february%2Fmarch-eighty-three,,surrey bmx frame and fork price list february march 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 43. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-07-31
EPH-0216,v1.1 chronological census,V11-ABMX-0155,Retailer advertisement / price list,Surrey BMX wheel-system price list,1983,1983,February/March 1983,Surrey BMX; Skyway; ACS; Ukai; SunTour,"Retail price list for Tuff II, Z-Rim, and Ukai/SunTour wheel systems.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — February/March 1983 — Volume 2 Number 6. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/59-february%2Fmarch-eighty-three,,surrey bmx wheel system price list february march 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 43. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-07-31
EPH-0217,v1.1 chronological census,V11-ABMX-0156,Product literature,Hadley precision bottom-bracket listing,1983,1983,February/March 1983,Hadley,Retail product listing for precision bottom brackets in multiple sizes and colors.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — February/March 1983 — Volume 2 Number 6. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/59-february%2Fmarch-eighty-three,,hadley precision bottom bracket listing february march 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 43. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-07-31
EPH-0218,v1.1 chronological census,V11-ABMX-0157,Catalog mailer,Haro Freestyle Moves book offer,1983,1983,February/March 1983,Haro,Retail listing for the 130-page Freestyle Moves instructional book.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — February/March 1983 — Volume 2 Number 6. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/59-february%2Fmarch-eighty-three,,haro freestyle moves book offer february march 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 43. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-07-31
EPH-0219,v1.1 chronological census,V11-ABMX-0158,Product literature,Redline Flight Cranks 401 Series listing,1983,1983,February/March 1983,Redline,Retail product listing for 175 mm and 180 mm Flight Cranks.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — February/March 1983 — Volume 2 Number 6. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/59-february%2Fmarch-eighty-three,,redline flight cranks 401 series listing february march 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 43. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-07-31
EPH-0220,v1.1 chronological census,V11-ABMX-0159,Product literature,Vans Style 95 BMX shoe listing,1983,1983,February/March 1983,Vans,Retail listing for Style 95 shoes in American sizing.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — February/March 1983 — Volume 2 Number 6. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/59-february%2Fmarch-eighty-three,,vans style 95 bmx shoe listing february march 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 43. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-07-31
EPH-0221,v1.1 chronological census,V11-ABMX-0160,Archive collection,ABMX national track-list publication,1983,1983,February/March 1983,BMX Action Bike,Publication feature presenting a nationwide BMX track list.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — February/March 1983 — Volume 2 Number 6. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/59-february%2Fmarch-eighty-three,,abmx national track list publication february march 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed section located; exact page number remains pending page-image review. Issue cover and track-list section. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-07-31
EPH-0222,v1.1 chronological census,V11-ABMX-0161,Product literature,California Lite pad-system advertisement,1983,1983,April/May 1983,California Lite; Johar,Protective-pad advertisement featuring major sponsored riders and multiple colors.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — April/May 1983 — Volume 2 Number 7. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/60-april%2Fmay-eighty-three,,california lite pad system advertisement april may 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 2. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-07-31
