id,source_object_id,source_record_id,canonical_object_id,brand,product_model,product_type,issue_date,observation_year,price_numeric,currency,displayed_price,price_basis,geography_context,source_type,directness_evidence,confidence,source_url,rights_code,observation_key,duplicate_decision,normalization_note,accessed,source_family,source_identity,access_host,access_route
ABMX-PR-0528,V20-ABMX-0226,,,Haro,Master frame/fork set,Frame and fork set,January 1985,,189,GBP,£189,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/44-january-nineteen-eighty-five,INDEX-ONLY,v20 abmx 0226 haro master frame fork set january 1985 189 0 gbp https previouspage co uk magazines bmx 20action 20bike issues 44 january nineteen eighty five,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-02,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0529,V20-ABMX-0226,,,Haro,Sport frame/fork set,Frame and fork set,January 1985,,187,GBP,£187,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/44-january-nineteen-eighty-five,INDEX-ONLY,v20 abmx 0226 haro sport frame fork set january 1985 187 0 gbp https previouspage co uk magazines bmx 20action 20bike issues 44 january nineteen eighty five,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-02,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0530,V20-ABMX-0226,,,SE Racing,Quadangle frame/fork set,Frame and fork set,January 1985,,189,GBP,£189,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/44-january-nineteen-eighty-five,INDEX-ONLY,v20 abmx 0226 se racing quadangle frame fork set january 1985 189 0 gbp https previouspage co uk magazines bmx 20action 20bike issues 44 january nineteen eighty five,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-02,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0531,V20-ABMX-0226,,,Redline,Prostyler frame/fork set,Frame and fork set,January 1985,,165,GBP,£165,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/44-january-nineteen-eighty-five,INDEX-ONLY,v20 abmx 0226 redline prostyler frame fork set january 1985 165 0 gbp https previouspage co uk magazines bmx 20action 20bike issues 44 january nineteen eighty five,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-02,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0532,V20-ABMX-0226,,,Free Agent,Freestyle frame/fork set,Frame and fork set,January 1985,,179,GBP,£179,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/44-january-nineteen-eighty-five,INDEX-ONLY,v20 abmx 0226 free agent freestyle frame fork set january 1985 179 0 gbp https previouspage co uk magazines bmx 20action 20bike issues 44 january nineteen eighty five,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-02,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0533,V20-ABMX-0226,,,GJS,Freestyle frame/fork set,Frame and fork set,January 1985,,185,GBP,£185,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/44-january-nineteen-eighty-five,INDEX-ONLY,v20 abmx 0226 gjs freestyle frame fork set january 1985 185 0 gbp https previouspage co uk magazines bmx 20action 20bike issues 44 january nineteen eighty five,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-02,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0534,V20-ABMX-0226,,,Vector,Freestyle frame/fork set,Frame and fork set,January 1985,,179,GBP,£179,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/44-january-nineteen-eighty-five,INDEX-ONLY,v20 abmx 0226 vector freestyle frame fork set january 1985 179 0 gbp https previouspage co uk magazines bmx 20action 20bike issues 44 january nineteen eighty five,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-02,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0535,V20-ABMX-0226,,,GT,Performer frame/fork set,Frame and fork set,January 1985,,169,GBP,£169,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/44-january-nineteen-eighty-five,INDEX-ONLY,v20 abmx 0226 gt performer frame fork set january 1985 169 0 gbp https previouspage co uk magazines bmx 20action 20bike issues 44 january nineteen eighty five,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-02,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0536,V20-ABMX-0226,,,ACS,Z brake blocks,Brake blocks,January 1985,,1.7,GBP,£1.70,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/44-january-nineteen-eighty-five,INDEX-ONLY,v20 abmx 0226 acs z brake blocks january 1985 1 7 gbp https previouspage co uk magazines bmx 20action 20bike issues 44 january nineteen eighty five,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-02,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0537,V20-ABMX-0226,,,Redline,Forklifter stem,Stem,January 1985,,16.5,GBP,£16.50,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/44-january-nineteen-eighty-five,INDEX-ONLY,v20 abmx 0226 redline forklifter stem january 1985 16 5 gbp https previouspage co uk magazines bmx 20action 20bike issues 44 january nineteen eighty five,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-02,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0538,V20-ABMX-0226,,,Sugino,Stem,Stem,January 1985,,9,GBP,£9.00,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/44-january-nineteen-eighty-five,INDEX-ONLY,v20 abmx 0226 sugino stem january 1985 9 0 gbp https previouspage co uk magazines bmx 20action 20bike issues 44 january nineteen eighty five,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-02,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0539,V20-ABMX-0226,,,Generic,Tuff pads,Brake pads,January 1985,,4.25,GBP,£4.25,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/44-january-nineteen-eighty-five,INDEX-ONLY,v20 abmx 0226 generic tuff pads january 1985 4 25 gbp https previouspage co uk magazines bmx 20action 20bike issues 44 january nineteen eighty five,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-02,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0540,V20-ABMX-0226,,,Generic,Tuff Pro pads,Brake pads,January 1985,,7.5,GBP,£7.50,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/44-january-nineteen-eighty-five,INDEX-ONLY,v20 abmx 0226 generic tuff pro pads january 1985 7 5 gbp https previouspage co uk magazines bmx 20action 20bike issues 44 january nineteen eighty five,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-02,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0541,V20-ABMX-0226,,,Generic,Copy Pro pads,Brake pads,January 1985,,2.5,GBP,£2.50,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/44-january-nineteen-eighty-five,INDEX-ONLY,v20 abmx 0226 generic copy pro pads january 1985 2 5 gbp https previouspage co uk magazines bmx 20action 20bike issues 44 january nineteen eighty five,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-02,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0542,V20-ABMX-0226,,,ACS,Stem,Stem,January 1985,,12.95,GBP,£12.95,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/44-january-nineteen-eighty-five,INDEX-ONLY,v20 abmx 0226 acs stem january 1985 12 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 44 january nineteen eighty five,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-02,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0543,V20-ABMX-0227,,,Rebel,Reynolds 531 freestyle frame/fork/headset set,Frame and fork set,January 1985,,74.75,GBP,£74.75,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/44-january-nineteen-eighty-five,INDEX-ONLY,v20 abmx 0227 rebel reynolds 531 freestyle frame fork headset set january 1985 74 75 gbp https previouspage co uk magazines bmx 20action 20bike issues 44 january nineteen eighty five,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-02,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0544,V20-ABMX-0229,,,Falcon,Pro Omega complete bike,Complete bike,January 1985,,129.95,GBP,£129.95,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/44-january-nineteen-eighty-five,INDEX-ONLY,v20 abmx 0229 falcon pro omega complete bike january 1985 129 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 44 january nineteen eighty five,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-02,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0545,V20-ABMX-0229,,,Falcon,Comp Flyer clearance bike,Complete bike,January 1985,,124.95,GBP,£124.95 clearance,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/44-january-nineteen-eighty-five,INDEX-ONLY,v20 abmx 0229 falcon comp flyer clearance bike january 1985 124 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 44 january nineteen eighty five,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-02,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0546,V20-ABMX-0229,,,Falcon,Sigma Mags clearance bike,Complete bike,January 1985,,110.95,GBP,£110.95 clearance,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/44-january-nineteen-eighty-five,INDEX-ONLY,v20 abmx 0229 falcon sigma mags clearance bike january 1985 110 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 44 january nineteen eighty five,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-02,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0547,V20-ABMX-0229,,,Falcon,Acro Flyer clearance bike,Complete bike,January 1985,,99.95,GBP,£99.95 clearance,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/44-january-nineteen-eighty-five,INDEX-ONLY,v20 abmx 0229 falcon acro flyer clearance bike january 1985 99 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 44 january nineteen eighty five,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-02,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0548,V20-ABMX-0229,,,Falcon,Team Flyer clearance bike,Complete bike,January 1985,,179.95,GBP,£179.95 clearance,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/44-january-nineteen-eighty-five,INDEX-ONLY,v20 abmx 0229 falcon team flyer clearance bike january 1985 179 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 44 january nineteen eighty five,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-02,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0549,V20-ABMX-0229,,,Ammaco,Freestyle King complete bike,Complete bike,January 1985,,139.95,GBP,£139.95,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/44-january-nineteen-eighty-five,INDEX-ONLY,v20 abmx 0229 ammaco freestyle king complete bike january 1985 139 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 44 january nineteen eighty five,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-02,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0550,V20-ABMX-0229,,,Ammaco,Fox clearance bike,Complete bike,January 1985,,179.95,GBP,£179.95 clearance,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/44-january-nineteen-eighty-five,INDEX-ONLY,v20 abmx 0229 ammaco fox clearance bike january 1985 179 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 44 january nineteen eighty five,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-02,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0551,V20-ABMX-0229,,,Ammaco,Superfox clearance bike,Complete bike,January 1985,,154.95,GBP,£154.95 clearance,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/44-january-nineteen-eighty-five,INDEX-ONLY,v20 abmx 0229 ammaco superfox clearance bike january 1985 154 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 44 january nineteen eighty five,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-02,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0552,V20-ABMX-0229,,,Ammaco,Whitefox clearance bike,Complete bike,January 1985,,149.95,GBP,£149.95 clearance,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/44-january-nineteen-eighty-five,INDEX-ONLY,v20 abmx 0229 ammaco whitefox clearance bike january 1985 149 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 44 january nineteen eighty five,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-02,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0553,V20-ABMX-0229,,,Ammaco,Silverfox clearance bike,Complete bike,January 1985,,139.95,GBP,£139.95 clearance,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/44-january-nineteen-eighty-five,INDEX-ONLY,v20 abmx 0229 ammaco silverfox clearance bike january 1985 139 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 44 january nineteen eighty five,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-02,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0554,V20-ABMX-0229,,,Ammaco,Smart Fox clearance bike,Complete bike,January 1985,,109.95,GBP,£109.95 clearance,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/44-january-nineteen-eighty-five,INDEX-ONLY,v20 abmx 0229 ammaco smart fox clearance bike january 1985 109 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 44 january nineteen eighty five,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-02,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0555,V20-ABMX-0229,,,Kuwahara,Nova Chrome clearance bike,Complete bike,January 1985,,169,GBP,£169 clearance,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/44-january-nineteen-eighty-five,INDEX-ONLY,v20 abmx 0229 kuwahara nova chrome clearance bike january 1985 169 0 gbp https previouspage co uk magazines bmx 20action 20bike issues 44 january nineteen eighty five,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-02,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0556,V20-ABMX-0229,,,Raleigh,1984 Aero Pro clearance bike,Complete bike,January 1985,,199.95,GBP,£199.95 clearance,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/44-january-nineteen-eighty-five,INDEX-ONLY,v20 abmx 0229 raleigh 1984 aero pro clearance bike january 1985 199 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 44 january nineteen eighty five,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-02,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0557,V20-ABMX-0229,,,Raleigh,1984 Cromo Burner clearance bike,Complete bike,January 1985,,159.95,GBP,£159.95 clearance,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/44-january-nineteen-eighty-five,INDEX-ONLY,v20 abmx 0229 raleigh 1984 cromo burner clearance bike january 1985 159 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 44 january nineteen eighty five,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-02,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0558,V20-ABMX-0229,,,Raleigh,1984 Super Tuff Burner clearance bike,Complete bike,January 1985,,154.95,GBP,£154.95 clearance,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/44-january-nineteen-eighty-five,INDEX-ONLY,v20 abmx 0229 raleigh 1984 super tuff burner clearance bike january 1985 154 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 44 january nineteen eighty five,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-02,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0559,V20-ABMX-0229,,,Raleigh,1984 Ultra Burner clearance bike,Complete bike,January 1985,,139.95,GBP,£139.95 clearance,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/44-january-nineteen-eighty-five,INDEX-ONLY,v20 abmx 0229 raleigh 1984 ultra burner clearance bike january 1985 139 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 44 january nineteen eighty five,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-02,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0560,V20-ABMX-0229,,,Diamond Back,Pacer 500 clearance bike,Complete bike,January 1985,,179.95,GBP,£179.95 clearance,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/44-january-nineteen-eighty-five,INDEX-ONLY,v20 abmx 0229 diamond back pacer 500 clearance bike january 1985 179 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 44 january nineteen eighty five,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-02,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0561,V20-ABMX-0229,,,Mongoose,Californian Pro Class rims bike,Complete bike,January 1985,,175,GBP,£175,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/44-january-nineteen-eighty-five,INDEX-ONLY,v20 abmx 0229 mongoose californian pro class rims bike january 1985 175 0 gbp https previouspage co uk magazines bmx 20action 20bike issues 44 january nineteen eighty five,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-02,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0562,V20-ABMX-0229,,,Mongoose,Californian mag-wheel bike,Complete bike,January 1985,,168.95,GBP,£168.95,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/44-january-nineteen-eighty-five,INDEX-ONLY,v20 abmx 0229 mongoose californian mag wheel bike january 1985 168 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 44 january nineteen eighty five,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-02,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0563,V20-ABMX-0229,,,Mongoose,Grand Prix clearance bike,Complete bike,January 1985,,134.95,GBP,£134.95,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/44-january-nineteen-eighty-five,INDEX-ONLY,v20 abmx 0229 mongoose grand prix clearance bike january 1985 134 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 44 january nineteen eighty five,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-02,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0564,V20-ABMX-0229,,,Hutch,Pro Raider clearance bike,Complete bike,January 1985,,199.95,GBP,£199.95 clearance,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/44-january-nineteen-eighty-five,INDEX-ONLY,v20 abmx 0229 hutch pro raider clearance bike january 1985 199 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 44 january nineteen eighty five,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-02,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0565,V20-ABMX-0234,,,BMX Action Bike,BMX Hotshots book,Book,January 1985,,1,GBP,£1,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/44-january-nineteen-eighty-five,INDEX-ONLY,v20 abmx 0234 bmx action bike bmx hotshots book january 1985 1 0 gbp https previouspage co uk magazines bmx 20action 20bike issues 44 january nineteen eighty five,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-02,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0566,V20-ABMX-0234,,,Stu Thomsen,Book of BMX,Book,January 1985,,4.95,GBP,£4.95,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/44-january-nineteen-eighty-five,INDEX-ONLY,v20 abmx 0234 stu thomsen book of bmx january 1985 4 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 44 january nineteen eighty five,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-02,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
